name,E_r,E_b,recon_median,recon_mean,interp_median,interp_mean,extrap_median,extrap_mean
"PINN (silu, F256, 256x256x256, a=1.0)","wave (phi,psi) + gauge + IC","Dirichlet u=v=w=0",0.053128,0.095903,0.233029,0.303568,1.603409,15.821121
