epoch,train_data,wave,gauge,ic,bdry,val_data,best_val,phys_w,bad,epoch_sec,unix_ts
39,2.504985e-03,5.979586e+01,1.352435e-02,3.685520e-06,1.573642e-02,2.592189e-03,1.150207e-03,0.0001,11,259.7,1781898777
40,2.447336e-03,5.887809e+01,1.340585e-02,3.737843e-06,1.502278e-02,2.684428e-03,1.150207e-03,0.0001,12,258.8,1781899035
41,2.796616e-03,5.891096e+01,1.231412e-02,4.500449e-06,1.452956e-02,2.682188e-03,1.150207e-03,0.0001,13,260.5,1781899296
42,3.408693e-03,5.814176e+01,1.243822e-02,5.619870e-06,1.349531e-02,3.359196e-03,1.150207e-03,0.0001,14,259.8,1781899556
43,3.842380e-03,6.089574e+01,1.096434e-02,8.264276e-06,1.289213e-02,3.465124e-03,1.150207e-03,0.0001,15,263.0,1781899819
44,3.530408e-03,5.037167e+01,1.153669e-02,9.493349e-06,1.227221e-02,3.480141e-03,1.150207e-03,0.0001,16,259.3,1781900078
45,2.057237e-03,5.240147e+01,9.497782e-03,3.133074e-06,1.198729e-02,2.017060e-03,1.150207e-03,0.0001,17,267.2,1781900345
46,2.129233e-03,5.400956e+01,9.326985e-03,4.045293e-06,1.187306e-02,2.179506e-03,1.150207e-03,0.0001,18,262.0,1781900607
47,2.525515e-03,5.263876e+01,1.058259e-02,3.341876e-06,1.192934e-02,2.738945e-03,1.150207e-03,0.0001,19,259.0,1781900866
48,2.717068e-03,5.357496e+01,9.341852e-03,2.608246e-06,1.117133e-02,2.692506e-03,1.150207e-03,0.0002,20,259.3,1781901125
49,2.586680e-03,5.336674e+01,9.361164e-03,2.438905e-06,1.115767e-02,2.400528e-03,1.150207e-03,0.0001,21,264.0,1781901389
50,2.613505e-03,4.880991e+01,9.694682e-03,2.842725e-06,1.141312e-02,2.674477e-03,1.150207e-03,0.0002,22,264.7,1781901654
51,2.800592e-03,5.205684e+01,8.790337e-03,7.471937e-06,1.066985e-02,2.746790e-03,1.150207e-03,0.0002,23,262.5,1781901917
52,2.602068e-03,5.441881e+01,9.546481e-03,2.594589e-06,1.060157e-02,2.700291e-03,1.150207e-03,0.0002,24,260.1,1781902177
53,2.478797e-03,5.175531e+01,9.330103e-03,3.924646e-06,1.041845e-02,2.256258e-03,1.150207e-03,0.0002,25,261.5,1781902438
54,2.442204e-03,5.259967e+01,8.962321e-03,3.677576e-06,1.059307e-02,2.211946e-03,1.150207e-03,0.0002,26,263.4,1781902702
55,2.441955e-03,5.464162e+01,8.253509e-03,2.757817e-06,1.028296e-02,2.260515e-03,1.150207e-03,0.0001,27,261.2,1781902963
56,2.380895e-03,5.193039e+01,8.255525e-03,1.844144e-06,1.016930e-02,2.274239e-03,1.150207e-03,0.0001,28,259.1,1781903222
57,2.437658e-03,5.465759e+01,7.567449e-03,2.506107e-06,9.717913e-03,2.440622e-03,1.150207e-03,0.0002,29,263.4,1781903485
58,2.354422e-03,5.339953e+01,8.540960e-03,2.419652e-06,9.689102e-03,2.041080e-03,1.150207e-03,0.0001,30,265.9,1781903751
59,2.362219e-03,5.369130e+01,8.627974e-03,5.711813e-06,9.562971e-03,2.397003e-03,1.150207e-03,0.0001,31,260.0,1781904011
60,2.371607e-03,5.700310e+01,9.155790e-03,2.318382e-06,9.405359e-03,2.201943e-03,1.150207e-03,0.0001,32,267.6,1781904279
61,1.557700e-03,5.300750e+01,8.634745e-03,1.651230e-06,9.496733e-03,1.650945e-03,1.150207e-03,0.0001,33,263.7,1781904543
62,1.629895e-03,5.550044e+01,8.410971e-03,2.366252e-06,9.359166e-03,1.726398e-03,1.150207e-03,0.0001,34,261.8,1781904804
63,1.726733e-03,5.473897e+01,8.431901e-03,2.029568e-06,9.355353e-03,1.907886e-03,1.150207e-03,0.0002,35,262.4,1781905067
64,1.817584e-03,5.429622e+01,8.457316e-03,1.420943e-06,9.012710e-03,1.731885e-03,1.150207e-03,0.0002,36,262.1,1781905329
65,1.746151e-03,5.579496e+01,8.438747e-03,2.099367e-06,9.320355e-03,1.699734e-03,1.150207e-03,0.0002,37,262.0,1781905591
66,1.673769e-03,5.181200e+01,9.334256e-03,2.083602e-06,8.693045e-03,1.644756e-03,1.150207e-03,0.0002,38,256.7,1781905848
67,1.716627e-03,5.347522e+01,8.542549e-03,1.666795e-06,9.076515e-03,1.849348e-03,1.150207e-03,0.0002,39,264.0,1781906112
68,1.666989e-03,5.330898e+01,8.937738e-03,1.774528e-06,8.990300e-03,1.754988e-03,1.150207e-03,0.0002,40,261.7,1781906373
69,1.703392e-03,5.483841e+01,8.974340e-03,2.084212e-06,8.793668e-03,1.736815e-03,1.150207e-03,0.0002,41,258.5,1781906632
70,1.756135e-03,5.140496e+01,8.615707e-03,1.605119e-06,8.803233e-03,1.765439e-03,1.150207e-03,0.0002,42,265.3,1781906897
71,1.682035e-03,5.310042e+01,8.838778e-03,1.771874e-06,8.758762e-03,1.590280e-03,1.150207e-03,0.0002,43,269.3,1781907166
72,1.624675e-03,5.450412e+01,9.408348e-03,1.688901e-06,8.633455e-03,1.600921e-03,1.150207e-03,0.0002,44,261.2,1781907428
73,1.575234e-03,5.404514e+01,9.655741e-03,1.571328e-06,8.680780e-03,1.488094e-03,1.150207e-03,0.0002,45,259.3,1781907687
74,1.593810e-03,5.298941e+01,9.161676e-03,2.192889e-06,8.601650e-03,1.460274e-03,1.150207e-03,0.0002,46,262.1,1781907949
75,1.608450e-03,5.750859e+01,8.837299e-03,1.951191e-06,8.839358e-03,1.611839e-03,1.150207e-03,0.0002,47,263.0,1781908212
76,1.598355e-03,5.227865e+01,9.612530e-03,1.386928e-06,8.750379e-03,1.531780e-03,1.150207e-03,0.0002,48,257.3,1781908469
77,1.291683e-03,5.393784e+01,9.220173e-03,1.809277e-06,8.674574e-03,1.229456e-03,1.150207e-03,0.0002,49,264.3,1781908734
78,1.259153e-03,5.314897e+01,9.431759e-03,1.917698e-06,8.592805e-03,1.223936e-03,1.150207e-03,0.0002,50,261.2,1781908995
